Age,Gender,Income,Education,Marital Status,Number of Children,Home Ownership,Credit Score
45,Male,98926,High School Diploma,Single,0,Owned,Average
45,Male,141921,Bachelor's Degree,Single,0,Owned,High
35,Female,115336,Bachelor's Degree,Married,0,Rented,High
35,Male,119157,Master's Degree,Married,2,Owned,High
45,Male,143287,Doctorate,Married,2,Rented,High
40,Male,103231,Associate's Degree,Married,1,Owned,High
40,Male,87156,Associate's Degree,Single,0,Rented,Average
50,Female,81358,Associate's Degree,Married,1,Owned,Average
45,Male,102399,Bachelor's Degree,Single,0,Owned,High
40,Male,72395,High School Diploma,Single,0,Owned,Average
25,Female,99197,Bachelor's Degree,Married,2,Owned,Average
45,Male,181815,Doctorate,Married,3,Rented,High
35,Female,122199,Master's Degree,Single,0,Rented,High
35,Female,134742,Master's Degree,Married,2,Owned,High
53,Female,230029,Master's Degree,Single,0,Owned,High
25,Female,135539,Master's Degree,Single,0,Owned,High
30,Female,48586,Associate's Degree,Married,3,Owned,Low
40,Male,92729,High School Diploma,Single,0,Rented,Average
30,Female,65097,Associate's Degree,Single,0,Owned,Average
35,Male,76887,High School Diploma,Single,0,Owned,Average
40,Male,128325,Master's Degree,Married,0,Owned,High
30,Female,100268,Master's Degree,Single,0,Owned,High
25,Female,129414,Master's Degree,Single,0,Owned,High
45,Male,80203,Associate's Degree,Single,0,Owned,Average
35,Female,128710,Master's Degree,Single,0,Rented,High
40,Female,55340,Associate's Degree,Married,1,Owned,Average
30,Male,80048,Bachelor's Degree,Single,0,Rented,Average
40,Female,57856,Associate's Degree,Married,1,Owned,Average
35,Female,50244,Associate's Degree,Married,3,Owned,Average
53,Female,154639,Master's Degree,Married,1,Owned,High
45,Male,170359,Bachelor's Degree,Married,1,Owned,High
30,Female,130142,Master's Degree,Married,3,Owned,High
30,Female,70534,High School Diploma,Married,1,Rented,Average
30,Male,80655,Bachelor's Degree,Married,0,Owned,Average
30,Female,121659,Doctorate,Married,3,Rented,High
40,Male,87322,Associate's Degree,Single,0,Owned,Average
40,Male,157814,Master's Degree,Single,0,Owned,High
50,Female,226985,Doctorate,Married,0,Owned,High
40,Female,144118,Bachelor's Degree,Single,0,Owned,High
40,Female,89483,Associate's Degree,Single,0,Rented,Average
50,Female,110042,High School Diploma,Single,0,Owned,High
45,Male,90284,Associate's Degree,Married,3,Owned,Average
30,Male,65329,Bachelor's Degree,Married,2,Rented,Average
25,Female,39190,High School Diploma,Married,2,Rented,Low
45,Female,157188,Master's Degree,Single,0,Owned,High
35,Female,88976,High School Diploma,Married,1,Owned,Average
45,Female,84277,Associate's Degree,Married,1,Owned,Average
50,Male,104448,Associate's Degree,Married,3,Owned,High
35,Male,53580,High School Diploma,Single,0,Owned,Average
25,Male,72319,High School Diploma,Single,0,Owned,Average
45,Female,129987,Doctorate,Married,3,Owned,High
53,Female,108520,Associate's Degree,Married,0,Owned,High
53,Male,173998,Master's Degree,Married,0,Owned,High
25,Male,82946,Associate's Degree,Single,0,Rented,Average
35,Male,46060,High School Diploma,Single,0,Owned,Low
35,Female,84907,Bachelor's Degree,Married,0,Rented,Average
30,Male,46764,High School Diploma,Married,0,Rented,Low
40,Male,203264,Doctorate,Married,2,Owned,High
35,Female,141657,Doctorate,Married,0,Rented,High
30,Male,72496,High School Diploma,Single,0,Owned,Average
40,Female,163887,Master's Degree,Single,0,Owned,High
35,Male,106952,Bachelor's Degree,Married,1,Owned,High
25,Female,56832,High School Diploma,Married,1,Rented,Average
30,Male,134553,Master's Degree,Married,2,Rented,High
30,Male,80824,High School Diploma,Married,3,Rented,Average
53,Male,128011,Associate's Degree,Single,0,Owned,High
35,Female,125885,Bachelor's Degree,Married,3,Owned,High
50,Male,138769,Bachelor's Degree,Married,1,Owned,High
45,Male,38012,High School Diploma,Married,2,Owned,Low
25,Female,99243,Bachelor's Degree,Single,0,Rented,Average
30,Male,156583,Master's Degree,Married,0,Rented,High
40,Female,136782,Bachelor's Degree,Married,1,Owned,High
40,Male,159568,Master's Degree,Married,2,Owned,High
50,Female,144094,Bachelor's Degree,Married,3,Owned,High
40,Male,183336,Doctorate,Married,0,Rented,High
30,Female,32080,High School Diploma,Married,0,Owned,Low
40,Male,196054,Doctorate,Single,0,Owned,High
30,Female,79646,Bachelor's Degree,Married,2,Owned,Average
25,Male,122319,Master's Degree,Single,0,Owned,High
30,Female,108811,Master's Degree,Married,2,Owned,High
35,Male,105053,Master's Degree,Married,1,Rented,High
40,Male,62033,High School Diploma,Single,0,Rented,Average
40,Male,111619,Bachelor's Degree,Married,2,Owned,High
45,Male,174619,Bachelor's Degree,Married,3,Owned,High
40,Male,185540,Master's Degree,Married,0,Owned,High
45,Female,35748,High School Diploma,Single,0,Owned,Low
35,Female,78327,Associate's Degree,Single,0,Owned,Average
30,Female,144587,Master's Degree,Married,2,Rented,High
45,Female,102030,Associate's Degree,Single,0,Rented,High
45,Male,187356,Master's Degree,Single,0,Rented,High
35,Female,90167,Associate's Degree,Single,0,Owned,Average
35,Male,117535,Doctorate,Single,0,Rented,High
50,Male,188238,Doctorate,Married,0,Rented,High
40,Male,74147,High School Diploma,Married,3,Rented,Average
30,Male,122222,Master's Degree,Married,0,Owned,High
53,Male,178337,Bachelor's Degree,Married,3,Owned,High
35,Female,64645,High School Diploma,Single,0,Owned,Average
35,Male,110974,Doctorate,Single,0,Owned,High
35,Female,96485,Associate's Degree,Married,1,Rented,Average
25,Male,116197,Bachelor's Degree,Married,1,Owned,High
40,Female,118097,Bachelor's Degree,Single,0,Owned,High
50,Male,97850,High School Diploma,Married,2,Owned,Average
25,Male,146802,Doctorate,Single,0,Owned,High
45,Female,58531,Associate's Degree,Single,0,Rented,Average
30,Female,104526,Bachelor's Degree,Single,0,Rented,High
35,Male,134548,Doctorate,Single,0,Owned,High
30,Female,146687,Master's Degree,Married,1,Rented,High
35,Female,94385,Bachelor's Degree,Married,1,Owned,Average
53,Male,159342,Master's Degree,Single,0,Owned,High
40,Male,145513,Doctorate,Married,2,Owned,High
30,Male,34785,High School Diploma,Married,3,Owned,Low
25,Female,49218,Associate's Degree,Single,0,Rented,Low
40,Male,192554,Master's Degree,Married,0,Owned,High
35,Male,53584,High School Diploma,Married,3,Owned,Average
30,Male,71627,Associate's Degree,Single,0,Rented,Average
53,Male,90170,High School Diploma,Married,0,Owned,Average
45,Male,201398,Doctorate,Married,0,Owned,High
40,Female,171207,Doctorate,Single,0,Rented,High
35,Male,79600,High School Diploma,Married,2,Owned,Average
25,Male,123213,Bachelor's Degree,Married,3,Rented,High
35,Female,184833,Doctorate,Married,2,Owned,High
35,Male,99555,Bachelor's Degree,Married,0,Rented,Average
53,Male,49388,High School Diploma,Married,3,Rented,Low
25,Male,141318,Master's Degree,Married,2,Rented,High
45,Male,174431,Master's Degree,Married,0,Rented,High
50,Female,99642,Bachelor's Degree,Married,2,Rented,Average
30,Male,164434,Master's Degree,Single,0,Owned,High
45,Male,122554,Master's Degree,Married,3,Owned,High
40,Female,154782,Master's Degree,Single,0,Rented,High
30,Female,44981,Associate's Degree,Single,0,Rented,Low
35,Male,59614,Associate's Degree,Married,2,Owned,Average
40,Female,193671,Master's Degree,Married,3,Owned,High
35,Male,149296,Bachelor's Degree,Married,2,Rented,High
40,Female,142605,Doctorate,Married,1,Owned,High
40,Male,187528,Master's Degree,Married,3,Owned,High
30,Female,76606,Associate's Degree,Single,0,Owned,Average
35,Male,67420,Associate's Degree,Married,2,Rented,Average
50,Male,186026,Master's Degree,Single,0,Rented,High
30,Female,121360,Master's Degree,Married,2,Owned,High
45,Female,112430,Master's Degree,Single,0,Rented,High
30,Male,44559,High School Diploma,Single,0,Rented,Low
53,Male,63859,Associate's Degree,Married,3,Owned,Average
35,Male,96127,Master's Degree,Married,2,Rented,Average
45,Male,83657,Associate's Degree,Single,0,Owned,Average
53,Male,208819,Master's Degree,Married,3,Owned,High
25,Female,83193,Master's Degree,Married,3,Owned,Average
35,Female,66588,High School Diploma,Single,0,Owned,Average
35,Male,59646,High School Diploma,Married,3,Rented,Average
40,Male,96095,Associate's Degree,Single,0,Rented,Average
45,Female,188721,Doctorate,Married,0,Rented,High
25,Female,79876,Bachelor's Degree,Married,3,Rented,Average
30,Male,65253,Associate's Degree,Single,0,Owned,Average
30,Female,67483,High School Diploma,Single,0,Owned,Average
30,Female,76761,Bachelor's Degree,Married,3,Rented,Average
50,Female,152379,Master's Degree,Married,0,Owned,High
25,Female,98304,Bachelor's Degree,Single,0,Rented,Average
35,Female,88464,Associate's Degree,Married,3,Owned,Average
50,Male,110152,Bachelor's Degree,Married,2,Rented,High
50,Male,146653,Master's Degree,Single,0,Owned,High
53,Female,89270,High School Diploma,Married,3,Rented,Average
45,Male,83281,Associate's Degree,Single,0,Owned,Average
50,Male,122391,Bachelor's Degree,Married,3,Owned,High
45,Male,198807,Master's Degree,Married,2,Owned,High
50,Female,123172,Associate's Degree,Married,3,Owned,High
50,Female,87772,Associate's Degree,Married,0,Rented,Average
50,Female,54088,High School Diploma,Married,2,Owned,Average
30,Male,46486,Associate's Degree,Married,0,Owned,Low
45,Female,187107,Doctorate,Single,0,Rented,High
35,Male,68574,High School Diploma,Married,1,Owned,Average
50,Male,221529,Doctorate,Married,0,Owned,High
35,Male,143668,Bachelor's Degree,Single,0,Owned,High
25,Male,99754,Bachelor's Degree,Single,0,Owned,Average
25,Female,81357,Bachelor's Degree,Single,0,Owned,Average
45,Male,95655,Associate's Degree,Married,3,Owned,Average
50,Female,147122,Doctorate,Single,0,Owned,High
45,Male,189902,Doctorate,Single,0,Rented,High
45,Female,169503,Master's Degree,Married,3,Owned,High
30,Female,125412,Doctorate,Single,0,Owned,High
50,Female,89077,High School Diploma,Single,0,Owned,Average
45,Female,36697,High School Diploma,Married,2,Owned,Low
30,Female,73914,Associate's Degree,Married,0,Owned,Average
40,Female,41892,High School Diploma,Married,1,Owned,Low
30,Female,62772,Bachelor's Degree,Single,0,Owned,Average
25,Male,39812,High School Diploma,Married,0,Owned,Low
25,Male,67705,Associate's Degree,Married,1,Owned,Average
53,Female,204114,Doctorate,Married,2,Rented,High
30,Female,62713,Bachelor's Degree,Married,1,Rented,Average
45,Male,121542,Master's Degree,Married,2,Owned,High
35,Male,209719,Doctorate,Single,0,Owned,High
40,Male,175996,Master's Degree,Married,0,Owned,High
30,Female,90482,Master's Degree,Married,1,Rented,Average
35,Female,159721,Master's Degree,Married,0,Owned,High
25,Male,103524,Bachelor's Degree,Single,0,Rented,High
25,Male,96395,Doctorate,Married,1,Rented,Average
30,Male,59652,Associate's Degree,Single,0,Owned,Average
40,Female,84619,Associate's Degree,Married,1,Rented,Average
40,Male,101468,Bachelor's Degree,Married,2,Owned,High
50,Male,206114,Doctorate,Married,0,Rented,High
25,Female,45361,High School Diploma,Married,1,Owned,Low
40,Male,63408,High School Diploma,Single,0,Rented,Average
50,Male,161166,Bachelor's Degree,Married,2,Owned,High
50,Male,203011,Master's Degree,Single,0,Owned,High
45,Female,90293,Associate's Degree,Married,3,Owned,Average
25,Male,61407,High School Diploma,Married,0,Rented,Average
40,Female,97888,Associate's Degree,Single,0,Owned,Average
25,Female,56889,High School Diploma,Married,0,Rented,Average
35,Female,121363,Bachelor's Degree,Single,0,Owned,High
53,Female,83985,Associate's Degree,Single,0,Owned,Average
40,Male,157628,Bachelor's Degree,Married,2,Owned,High
40,Male,169392,Master's Degree,Married,0,Owned,High
40,Female,213110,Doctorate,Single,0,Rented,High
40,Female,158456,Master's Degree,Married,2,Rented,High
30,Female,139837,Doctorate,Married,1,Owned,High
25,Female,117878,Master's Degree,Single,0,Rented,High
30,Male,122561,Master's Degree,Single,0,Owned,High
50,Female,153767,Master's Degree,Single,0,Owned,High
50,Female,146209,Bachelor's Degree,Single,0,Rented,High
40,Female,161957,Bachelor's Degree,Single,0,Owned,High
25,Male,148557,Master's Degree,Married,0,Rented,High
45,Female,83799,High School Diploma,Single,0,Owned,Average
30,Female,38494,High School Diploma,Single,0,Owned,Low
25,Male,77901,Associate's Degree,Married,0,Owned,Average
35,Female,31142,High School Diploma,Single,0,Owned,Low
50,Female,110646,High School Diploma,Married,3,Owned,High
40,Female,92873,High School Diploma,Single,0,Rented,Average
25,Male,51449,High School Diploma,Married,1,Rented,Average
40,Male,178477,Master's Degree,Single,0,Owned,High
53,Male,189369,Bachelor's Degree,Married,2,Rented,High
35,Male,96852,Associate's Degree,Married,2,Owned,Average
30,Female,72858,Associate's Degree,Married,2,Owned,Average
25,Male,59106,Associate's Degree,Single,0,Rented,Average
30,Male,58423,High School Diploma,Married,3,Owned,Average
45,Female,164711,Bachelor's Degree,Married,3,Rented,High
25,Female,41230,High School Diploma,Married,1,Owned,Low
40,Male,137682,Doctorate,Single,0,Owned,High
40,Male,85717,Bachelor's Degree,Married,0,Rented,Average
35,Male,105233,Bachelor's Degree,Married,0,Owned,High
30,Male,53975,High School Diploma,Married,1,Owned,Average
40,Female,92281,Associate's Degree,Single,0,Owned,Average
30,Female,67022,Associate's Degree,Married,3,Rented,Average
35,Male,70121,Associate's Degree,Married,0,Owned,Average
35,Female,88780,Bachelor's Degree,Married,1,Rented,Average
35,Female,121735,Bachelor's Degree,Single,0,Rented,High
35,Female,34925,High School Diploma,Single,0,Owned,Low
25,Male,111766,Master's Degree,Married,2,Owned,High
35,Female,134355,Master's Degree,Married,1,Owned,High
40,Female,72734,Bachelor's Degree,Single,0,Owned,Average
50,Male,154027,Doctorate,Single,0,Owned,High
25,Female,128462,Doctorate,Married,3,Owned,High
30,Male,68217,Bachelor's Degree,Married,0,Owned,Average
35,Male,71767,Bachelor's Degree,Married,0,Owned,Average
50,Female,228674,Doctorate,Married,0,Rented,High
35,Male,129529,Master's Degree,Married,0,Owned,High
35,Female,55536,High School Diploma,Married,3,Owned,Average
40,Male,137640,Doctorate,Married,1,Owned,High
25,Male,143665,Master's Degree,Married,2,Owned,High
30,Female,92132,Associate's Degree,Married,0,Owned,Average
30,Male,130476,Bachelor's Degree,Married,1,Rented,High
25,Male,96412,Doctorate,Married,1,Owned,Average
40,Male,68975,Associate's Degree,Single,0,Rented,Average
25,Female,67109,Bachelor's Degree,Married,3,Owned,Average
50,Male,126386,Associate's Degree,Married,3,Owned,High
50,Female,148428,Master's Degree,Married,0,Owned,High
35,Male,84418,Bachelor's Degree,Single,0,Owned,Average
30,Female,134168,Master's Degree,Married,2,Owned,High
30,Male,100024,Master's Degree,Single,0,Rented,High
35,Male,112498,Master's Degree,Married,1,Owned,High
25,Female,73909,High School Diploma,Married,3,Rented,Average
35,Male,71787,Bachelor's Degree,Married,0,Owned,Average
53,Male,93605,High School Diploma,Married,0,Owned,Average
35,Female,89097,High School Diploma,Married,3,Owned,Average
50,Male,118463,Bachelor's Degree,Married,2,Owned,High
50,Female,107506,High School Diploma,Single,0,Rented,High
30,Male,67608,Bachelor's Degree,Married,0,Owned,Average
30,Male,79180,High School Diploma,Single,0,Owned,Average
30,Female,93191,Bachelor's Degree,Married,0,Owned,Average
25,Female,41554,High School Diploma,Married,2,Owned,Low
25,Male,37401,High School Diploma,Single,0,Rented,Low
40,Male,210984,Doctorate,Married,3,Rented,High
45,Female,169808,Master's Degree,Married,1,Rented,High
35,Female,74227,Bachelor's Degree,Married,0,Rented,Average
35,Male,154787,Doctorate,Married,1,Rented,High
40,Female,179916,Master's Degree,Married,3,Owned,High
25,Male,55661,Associate's Degree,Single,0,Owned,Average
25,Female,104825,Bachelor's Degree,Single,0,Owned,High
50,Male,98939,High School Diploma,Married,2,Owned,Average
30,Female,79881,High School Diploma,Married,1,Rented,Average
30,Male,102466,Doctorate,Single,0,Rented,High
35,Female,116188,Doctorate,Married,3,Rented,High
35,Female,98555,Master's Degree,Single,0,Rented,Average
30,Male,64245,Associate's Degree,Married,2,Owned,Average
45,Female,158180,Master's Degree,Single,0,Owned,High
50,Female,65037,Associate's Degree,Married,2,Rented,Average
35,Male,54771,Associate's Degree,Married,2,Rented,Average
45,Female,132863,Master's Degree,Single,0,Rented,High
30,Female,41688,High School Diploma,Single,0,Rented,Low
30,Female,89487,Bachelor's Degree,Single,0,Owned,Average
45,Male,153845,Bachelor's Degree,Married,0,Rented,High
40,Male,45734,High School Diploma,Single,0,Owned,Low
35,Female,174375,Master's Degree,Married,2,Rented,High
50,Female,141875,Master's Degree,Married,0,Rented,High
35,Male,104594,Master's Degree,Married,0,Owned,High
40,Male,158974,Doctorate,Married,3,Owned,High
25,Male,168454,Doctorate,Married,3,Owned,High
45,Female,242072,Doctorate,Married,3,Owned,High
40,Male,137984,Doctorate,Married,2,Owned,High
30,Male,128126,Bachelor's Degree,Married,2,Owned,High
40,Female,67430,High School Diploma,Married,2,Rented,Average
35,Female,121047,Master's Degree,Single,0,Owned,High
35,Male,86508,Associate's Degree,Married,1,Owned,Average
30,Female,80392,High School Diploma,Married,0,Owned,Average
45,Male,73711,Associate's Degree,Married,0,Owned,Average
25,Male,112883,Bachelor's Degree,Married,3,Rented,High
40,Male,52148,Associate's Degree,Married,1,Rented,Average
40,Male,109026,Associate's Degree,Single,0,Owned,High
30,Female,128815,Master's Degree,Married,2,Owned,High
45,Male,209449,Master's Degree,Married,1,Rented,High
25,Male,159171,Doctorate,Single,0,Owned,High
25,Female,89734,Bachelor's Degree,Married,3,Rented,Average
50,Male,172832,Master's Degree,Married,3,Owned,High
40,Male,153402,Master's Degree,Married,1,Owned,High
40,Female,172754,Doctorate,Married,1,Owned,High
30,Male,73922,Bachelor's Degree,Married,1,Owned,Average
40,Male,163443,Doctorate,Single,0,Owned,High
30,Male,149530,Master's Degree,Single,0,Owned,High
35,Female,155477,Master's Degree,Married,2,Owned,High
25,Female,122597,Bachelor's Degree,Single,0,Owned,High
25,Male,117265,Master's Degree,Married,2,Owned,High
25,Female,107896,Doctorate,Single,0,Rented,High
30,Male,92291,Master's Degree,Single,0,Owned,Average
30,Female,82900,Associate's Degree,Married,1,Rented,Average
45,Male,70641,Associate's Degree,Single,0,Owned,Average
30,Female,145817,Master's Degree,Married,2,Rented,High
35,Female,67060,Bachelor's Degree,Married,1,Rented,Average
50,Male,64320,Associate's Degree,Married,3,Owned,Average
25,Male,149362,Master's Degree,Married,1,Rented,High
25,Male,64826,High School Diploma,Married,1,Rented,Average
25,Female,79113,Bachelor's Degree,Single,0,Owned,Average
45,Male,93201,Bachelor's Degree,Single,0,Owned,Average
35,Male,157138,Master's Degree,Married,3,Owned,High
45,Male,80958,Associate's Degree,Married,3,Owned,Average
40,Female,193140,Doctorate,Married,1,Rented,High
25,Male,121798,Bachelor's Degree,Married,2,Owned,High
40,Male,145292,Doctorate,Married,2,Rented,High
40,Female,161033,Master's Degree,Married,1,Owned,High
40,Female,80114,Associate's Degree,Married,0,Rented,Average
50,Female,188203,Master's Degree,Married,0,Rented,High
25,Female,77189,Bachelor's Degree,Married,0,Owned,Average
35,Female,62421,Associate's Degree,Married,3,Rented,Average
45,Female,59354,Associate's Degree,Married,1,Owned,Average
25,Female,115092,Doctorate,Married,1,Owned,High
45,Female,127799,Master's Degree,Married,2,Rented,High
45,Female,156053,Master's Degree,Married,1,Rented,High
45,Female,64273,Associate's Degree,Married,0,Owned,Average
25,Male,82687,Master's Degree,Married,1,Owned,Average
45,Male,149228,Doctorate,Single,0,Owned,High
30,Male,116764,Doctorate,Married,3,Owned,High
30,Male,125828,Doctorate,Married,1,Owned,High
35,Female,119608,Bachelor's Degree,Married,1,Owned,High
50,Female,131323,Associate's Degree,Single,0,Rented,High
25,Female,76328,Associate's Degree,Married,2,Rented,Average
40,Female,197197,Doctorate,Married,3,Owned,High
53,Male,192602,Master's Degree,Married,3,Owned,High
25,Female,115135,Master's Degree,Married,0,Owned,High
35,Male,176620,Master's Degree,Married,3,Owned,High
30,Male,49473,High School Diploma,Single,0,Owned,Low
35,Female,139881,Doctorate,Married,1,Owned,High
30,Male,137942,Doctorate,Single,0,Rented,High
30,Male,88147,Master's Degree,Single,0,Owned,Average
50,Female,186261,Doctorate,Married,0,Owned,High
53,Male,145748,Bachelor's Degree,Married,3,Owned,High
35,Male,146387,Doctorate,Single,0,Owned,High
40,Female,168716,Master's Degree,Married,3,Rented,High
25,Male,72239,High School Diploma,Married,1,Rented,Average
30,Female,67158,Associate's Degree,Single,0,Rented,Average
40,Female,81716,Associate's Degree,Married,0,Rented,Average
35,Male,49541,Associate's Degree,Single,0,Owned,Low
35,Female,112920,Master's Degree,Married,2,Owned,High
45,Female,117258,Master's Degree,Single,0,Rented,High
45,Female,232666,Doctorate,Married,0,Owned,High
30,Female,85500,Associate's Degree,Single,0,Owned,Average
45,Male,196627,Doctorate,Single,0,Rented,High
25,Female,160191,Doctorate,Single,0,Rented,High
30,Male,119693,Bachelor's Degree,Married,2,Rented,High
45,Female,59539,High School Diploma,Single,0,Owned,Average
40,Female,116398,Bachelor's Degree,Single,0,Rented,High
35,Male,196529,Doctorate,Married,3,Owned,High
45,Male,188705,Master's Degree,Single,0,Rented,High
30,Male,135180,Bachelor's Degree,Single,0,Owned,High
30,Male,52349,Associate's Degree,Married,2,Rented,Average
30,Male,94970,Bachelor's Degree,Married,0,Rented,Average
35,Female,141301,Bachelor's Degree,Married,3,Rented,High
35,Female,133176,Master's Degree,Married,3,Owned,High
30,Male,125557,Master's Degree,Married,3,Owned,High
40,Male,142520,Master's Degree,Single,0,Rented,High
25,Male,98981,Bachelor's Degree,Single,0,Owned,Average
30,Female,63827,Associate's Degree,Married,1,Owned,Average
25,Female,107788,Bachelor's Degree,Married,0,Rented,High
30,Male,162665,Master's Degree,Single,0,Owned,High
35,Female,205056,Doctorate,Single,0,Rented,High
45,Male,35763,High School Diploma,Married,2,Rented,Low
30,Male,60815,Bachelor's Degree,Single,0,Rented,Average
25,Male,167072,Doctorate,Married,2,Rented,High
25,Female,89807,Associate's Degree,Married,1,Owned,Average
40,Female,78877,Associate's Degree,Married,1,Owned,Average
45,Female,148257,Master's Degree,Married,3,Rented,High
45,Male,132666,Bachelor's Degree,Married,0,Owned,High
45,Male,79329,Associate's Degree,Single,0,Owned,Average
40,Male,129635,Doctorate,Married,0,Rented,High
25,Female,118805,Master's Degree,Single,0,Rented,High
25,Female,87758,Master's Degree,Single,0,Owned,Average
45,Male,171550,Master's Degree,Married,2,Owned,High
30,Male,50158,High School Diploma,Married,1,Rented,Average
30,Male,50343,High School Diploma,Single,0,Owned,Average
35,Female,70868,High School Diploma,Married,0,Owned,Average
50,Male,70107,Associate's Degree,Single,0,Owned,Average
25,Female,76426,Bachelor's Degree,Married,1,Owned,Average
25,Female,89239,Bachelor's Degree,Married,0,Rented,Average
30,Female,54326,High School Diploma,Married,1,Owned,Average
53,Male,186798,Doctorate,Married,2,Owned,High
45,Male,95134,Bachelor's Degree,Married,3,Owned,Average
25,Female,106374,Master's Degree,Married,2,Owned,High
30,Male,106240,Bachelor's Degree,Married,3,Rented,High
25,Female,53034,High School Diploma,Married,2,Rented,Average
50,Male,232743,Doctorate,Married,1,Rented,High
40,Male,113383,Master's Degree,Married,3,Rented,High
53,Female,43969,High School Diploma,Single,0,Owned,Low
30,Female,88324,Associate's Degree,Married,1,Rented,Average
53,Male,190012,Bachelor's Degree,Married,1,Rented,High
45,Female,78300,High School Diploma,Married,1,Owned,Average
40,Male,79289,High School Diploma,Single,0,Rented,Average
45,Male,160505,Master's Degree,Married,3,Owned,High
25,Male,161813,Doctorate,Single,0,Owned,High
53,Female,132199,Associate's Degree,Single,0,Owned,High
30,Male,64264,Associate's Degree,Married,0,Owned,Average
45,Female,63267,Associate's Degree,Married,0,Rented,Average
30,Female,68454,Associate's Degree,Married,3,Rented,Average
35,Female,141866,Bachelor's Degree,Single,0,Rented,High
53,Male,97739,Associate's Degree,Single,0,Rented,Average
25,Male,83949,Master's Degree,Single,0,Owned,Average
25,Female,144929,Master's Degree,Married,0,Rented,High
25,Male,102580,Doctorate,Married,3,Owned,High
30,Male,82359,Bachelor's Degree,Married,3,Owned,Average
45,Male,94069,Associate's Degree,Married,2,Rented,Average
25,Male,48335,Associate's Degree,Married,3,Owned,Low
30,Male,86500,Associate's Degree,Married,2,Rented,Average
35,Male,83002,High School Diploma,Married,0,Owned,Average
53,Female,87531,Associate's Degree,Married,1,Rented,Average
45,Male,91420,Associate's Degree,Single,0,Owned,Average
25,Female,68119,High School Diploma,Married,1,Rented,Average
35,Female,155290,Master's Degree,Married,0,Owned,High
30,Female,84420,Bachelor's Degree,Single,0,Rented,Average
53,Female,115521,Associate's Degree,Married,0,Owned,High
35,Female,92076,Bachelor's Degree,Married,1,Rented,Average
35,Female,170655,Master's Degree,Married,2,Rented,High
35,Female,134529,Bachelor's Degree,Single,0,Owned,High
30,Male,177141,Doctorate,Married,0,Rented,High
25,Female,62183,Associate's Degree,Married,3,Owned,Average
35,Female,101878,Associate's Degree,Single,0,Rented,High
35,Female,91795,Associate's Degree,Married,3,Owned,Average
30,Male,89010,Bachelor's Degree,Married,0,Rented,Average
50,Female,64272,Associate's Degree,Married,3,Owned,Average
40,Male,119440,Doctorate,Single,0,Rented,High
25,Male,82868,Master's Degree,Single,0,Owned,Average
40,Female,88951,Associate's Degree,Married,2,Rented,Average
53,Male,129988,Bachelor's Degree,Married,0,Rented,High
53,Female,157961,Doctorate,Married,0,Owned,High
40,Female,143890,Bachelor's Degree,Married,0,Owned,High
30,Female,73112,High School Diploma,Single,0,Owned,Average
35,Male,136208,Master's Degree,Single,0,Owned,High
30,Male,66118,Associate's Degree,Married,1,Rented,Average
50,Male,156680,Bachelor's Degree,Married,3,Owned,High
35,Male,87877,Bachelor's Degree,Married,3,Rented,Average
30,Male,155509,Master's Degree,Married,3,Owned,High
40,Male,134584,Doctorate,Married,0,Owned,High
35,Female,182491,Doctorate,Single,0,Owned,High
40,Female,73367,Bachelor's Degree,Single,0,Rented,Average
50,Male,66931,Associate's Degree,Married,2,Owned,Average
30,Male,130540,Master's Degree,Single,0,Owned,High
45,Female,143040,Master's Degree,Single,0,Owned,High
50,Male,162611,Bachelor's Degree,Single,0,Rented,High
40,Female,84485,High School Diploma,Married,2,Rented,Average
50,Female,151743,Bachelor's Degree,Married,3,Owned,High
25,Male,38178,High School Diploma,Married,2,Owned,Low
35,Male,116868,Master's Degree,Single,0,Owned,High
35,Male,103709,Master's Degree,Single,0,Owned,High
30,Male,111233,Master's Degree,Single,0,Owned,High
45,Female,125139,Associate's Degree,Single,0,Rented,High
30,Male,60523,Bachelor's Degree,Married,1,Owned,Average
35,Male,82097,High School Diploma,Single,0,Owned,Average
35,Male,104619,Associate's Degree,Married,2,Rented,High
45,Female,107901,Bachelor's Degree,Single,0,Owned,High
25,Male,79242,Bachelor's Degree,Married,3,Rented,Average
30,Female,47815,Associate's Degree,Single,0,Rented,Low
50,Female,63904,High School Diploma,Single,0,Owned,Average
40,Male,69999,Associate's Degree,Married,3,Owned,Average
45,Male,119402,Associate's Degree,Single,0,Rented,High
25,Female,88734,Bachelor's Degree,Married,2,Rented,Average
30,Female,139177,Master's Degree,Married,1,Owned,High
25,Male,115914,Bachelor's Degree,Single,0,Owned,High
35,Male,120327,Doctorate,Married,1,Owned,High
35,Female,111864,Doctorate,Married,2,Owned,High
53,Male,97252,High School Diploma,Married,1,Rented,Average
25,Female,72052,Bachelor's Degree,Married,0,Rented,Average
40,Male,216346,Doctorate,Married,2,Owned,High
50,Female,256562,Doctorate,Married,3,Rented,High
25,Female,33569,High School Diploma,Married,1,Rented,Low
30,Female,96860,Master's Degree,Married,3,Rented,Average
50,Female,95184,Associate's Degree,Married,1,Owned,Average
25,Male,76831,Associate's Degree,Single,0,Owned,Average
45,Female,97996,Associate's Degree,Married,0,Owned,Average
25,Female,57161,Associate's Degree,Married,1,Owned,Average
53,Female,147648,Master's Degree,Married,0,Owned,High
